DateTime,Temperature,Humidity
05.23.2022 9:33:53,28.8,67.48
05.23.2022 9:43:53,28.3,68.61
05.23.2022 9:53:53,28.3,70.48
05.23.2022 10:3:53,28.7,69.05
05.23.2022 10:13:53,28.6,70.08
05.23.2022 10:23:53,28.4,71.93
05.23.2022 10:33:53,27.8,72.93
05.23.2022 10:43:53,28.1,72.61
05.23.2022 10:53:53,28.2,73.14
05.23.2022 11:3:53,28.6,70.99
05.23.2022 11:13:53,28.3,71.88
05.23.2022 11:23:53,28.3,72.03
05.23.2022 11:33:53,28.2,71.25
05.23.2022 11:43:53,29,68.86
05.23.2022 11:53:53,28.8,68.28
05.23.2022 12:3:53,29.1,66.86
